interview_id,application_id,interview_date,interview_type,interview_round,interview_status,interview_score
1584,5230,2025-03-30,HR,1,Failed,74.48
1585,5231,2025-07-07,Managerial,2,Passed,73.44
1586,5233,2025-07-23,HR,2,Failed,97.14
1587,5234,2025-08-27,Technical,1,Passed,52.06
1588,5244,2025-06-07,Technical,2,Passed,40.74
1589,5247,2025-08-03,Case Study,2,Passed,86.38
1590,5254,2025-01-19,Case Study,2,Passed,61.76
1591,5255,2025-11-24,Technical,2,Passed,56.67
1592,5258,2025-02-26,HR,1,Failed,83.69
1593,5260,2025-06-13,Case Study,1,Passed,43.17
1594,5263,2025-03-22,Technical,1,Failed,66.86
1595,5269,2025-12-25,Case Study,3,Failed,46.53
1596,5272,2025-05-06,HR,3,Passed,87.05
1597,5273,2025-02-04,HR,3,Passed,75.21
1598,5274,2025-08-01,HR,2,Passed,43.0
1599,5275,2025-02-19,Case Study,2,Failed,88.6
1600,5278,2025-02-10,HR,2,Passed,67.56
1601,5280,2026-01-15,HR,1,Failed,70.7
1602,5281,2025-04-09,Technical,1,Passed,51.51
1603,5283,2025-08-24,Managerial,3,Passed,94.85
1604,5284,2025-05-04,Technical,1,Passed,91.67
1605,5287,2025-12-25,Managerial,1,Passed,59.99
1606,5289,2025-12-05,Managerial,3,Failed,69.09
1607,5292,2025-12-16,Case Study,3,Passed,77.27
1608,5296,2025-05-22,Case Study,1,Passed,52.57
1609,5298,2025-01-20,Case Study,3,Failed,91.57
1610,5299,2025-05-31,Managerial,3,Passed,44.81
1611,5300,2025-02-21,Case Study,2,Passed,92.2
1612,5302,2025-06-20,Managerial,3,Passed,67.49
1613,5305,2025-05-21,Case Study,3,Passed,90.35
1614,5308,2025-03-11,HR,1,Passed,99.6
1615,5310,2025-04-14,HR,3,Passed,84.72
1616,5313,2025-02-17,HR,2,Failed,81.25
1617,5315,2025-01-15,Case Study,3,Passed,79.91
1618,5316,2025-09-20,Managerial,1,Passed,50.93
1619,5321,2025-02-18,Managerial,3,Passed,73.16
1620,5322,2025-10-23,HR,2,Failed,58.89
1621,5325,2025-12-21,HR,3,Failed,57.02
1622,5328,2025-05-04,Technical,2,Passed,47.9
1623,5330,2025-02-02,Managerial,2,Passed,56.36
1624,5334,2025-08-19,HR,3,Passed,77.6
1625,5336,2025-08-31,Managerial,2,Failed,46.43
1626,5339,2025-09-13,Technical,2,Passed,88.97
1627,5341,2025-02-11,HR,2,Passed,41.85
1628,5352,2025-03-26,Managerial,3,Passed,55.77
1629,5362,2025-02-25,HR,2,Failed,45.44
1630,5364,2025-02-15,Managerial,1,Failed,47.61
1631,5377,2025-09-21,Case Study,3,Passed,68.29
1632,5378,2025-09-09,HR,3,Passed,93.1
1633,5379,2025-11-11,Case Study,1,Failed,71.98
1634,5381,2025-03-01,HR,2,Passed,46.1
1635,5383,2025-12-30,Managerial,3,Failed,43.01
1636,5386,2025-11-19,Case Study,1,Failed,68.58
1637,5390,2025-06-13,HR,2,Failed,71.73
1638,5393,2025-05-24,Managerial,3,Failed,99.21
1639,5395,2025-03-21,Managerial,3,Passed,71.39
1640,5397,2025-05-29,HR,3,Passed,62.36
1641,5400,2025-07-31,Technical,1,Passed,76.92
1642,5402,2025-08-24,Managerial,1,Failed,64.11
1643,5404,2025-04-29,HR,2,Passed,78.75
1644,5411,2025-04-14,Managerial,1,Passed,49.35
1645,5416,2025-06-21,Managerial,2,Failed,78.16
1646,5418,2025-11-19,HR,1,Failed,61.21
1647,5421,2025-04-15,Case Study,1,Passed,99.65
1648,5430,2025-12-17,Case Study,2,Passed,69.96
1649,5434,2025-01-09,Technical,1,Failed,65.36
1650,5436,2025-09-08,HR,2,Passed,67.16
1651,5440,2025-03-21,Technical,3,Failed,85.07
1652,5443,2025-06-29,HR,3,Passed,63.59
1653,5449,2025-05-06,HR,1,Passed,90.6
1654,5451,2025-10-04,HR,2,Failed,53.11
1655,5453,2025-07-17,Case Study,2,Passed,82.64
1656,5454,2025-03-06,Technical,3,Passed,41.9
1657,5457,2025-12-19,Case Study,2,Failed,75.08
1658,5462,2025-08-31,Case Study,1,Passed,80.44
1659,5476,2025-08-24,Managerial,1,Passed,57.37
1660,5477,2025-09-29,Managerial,2,Passed,75.98
1661,5481,2025-06-21,HR,1,Passed,66.02
1662,5485,2025-09-24,Case Study,1,Passed,57.18
1663,5486,2025-05-26,HR,3,Failed,68.06
1664,5489,2025-06-05,HR,2,Passed,59.94
1665,5490,2025-05-17,HR,2,Passed,75.44
1666,5492,2025-03-03,Case Study,3,Failed,68.82
1667,5494,2025-09-16,Technical,1,Passed,97.1
1668,5495,2025-02-27,Case Study,3,Passed,98.37
1669,5499,2025-04-02,Managerial,1,Failed,72.81
1670,5502,2026-01-05,Managerial,3,Passed,72.17
1671,5504,2025-06-02,Case Study,2,Failed,59.09
1672,5506,2025-01-20,Case Study,3,Failed,67.58
1673,5509,2025-07-02,Managerial,1,Failed,57.5
1674,5516,2026-01-24,Case Study,1,Passed,44.48
1675,5519,2025-12-08,Case Study,2,Failed,88.1
1676,5521,2025-08-03,Managerial,2,Passed,42.74
1677,5526,2025-07-25,Managerial,2,Failed,67.01
1678,5528,2025-04-02,Managerial,1,Failed,62.52
1679,5534,2025-07-22,Managerial,3,Failed,93.34
1680,5535,2025-08-18,HR,3,Failed,71.67
1681,5538,2025-08-24,HR,3,Failed,84.32
1682,5545,2025-05-04,Technical,1,Failed,87.85
1683,5554,2025-05-19,Case Study,3,Passed,90.16
1684,5555,2025-02-02,Technical,3,Passed,95.13
1685,5559,2025-11-01,Case Study,1,Passed,89.5
1686,5562,2025-05-11,Managerial,2,Failed,45.57
1687,5563,2025-03-07,HR,2,Passed,87.51
1688,5566,2025-11-04,HR,1,Passed,87.61
1689,5573,2025-12-24,Technical,2,Passed,97.88
1690,5577,2025-10-24,Managerial,3,Passed,65.45
1691,5579,2025-04-19,HR,3,Passed,70.27
1692,5580,2026-01-08,Technical,2,Passed,44.45
1693,5584,2025-04-26,Case Study,3,Failed,66.16
1694,5593,2025-09-16,Managerial,1,Failed,93.3
1695,5594,2025-07-06,Technical,1,Passed,66.43
1696,5598,2025-07-06,HR,2,Failed,42.19
1697,5605,2025-11-20,Managerial,3,Passed,67.12
1698,5606,2025-12-21,Managerial,3,Passed,68.81
1699,5607,2025-08-16,Technical,3,Passed,60.17
1700,5619,2025-01-24,Technical,1,Failed,61.75
1701,5622,2025-07-18,HR,1,Failed,79.96
1702,5624,2025-12-22,Technical,1,Passed,71.14
1703,5625,2025-11-09,Technical,3,Failed,84.79
1704,5629,2025-11-11,Case Study,3,Failed,76.95
1705,5633,2025-09-09,HR,1,Failed,54.11
1706,5641,2025-08-17,Managerial,1,Failed,57.62
1707,5642,2025-06-13,Managerial,2,Failed,64.5
1708,5643,2025-12-19,HR,2,Passed,93.1
1709,5645,2025-02-10,Technical,3,Failed,60.18
1710,5649,2025-12-08,Technical,3,Passed,88.69
1711,5651,2025-06-14,HR,1,Passed,61.84
1712,5652,2025-07-30,Technical,1,Failed,76.16
1713,5653,2025-01-28,Case Study,1,Failed,41.17
1714,5655,2025-04-02,Managerial,2,Failed,57.7
1715,5659,2025-03-22,HR,3,Failed,58.64
1716,5661,2025-05-27,Case Study,3,Passed,50.09
1717,5662,2025-10-29,Case Study,2,Passed,55.74
1718,5663,2025-04-18,Technical,3,Failed,68.07
1719,5666,2025-08-31,HR,3,Failed,58.43
1720,5667,2025-11-07,Managerial,2,Passed,89.21
1721,5669,2025-07-15,HR,3,Passed,54.49
1722,5670,2025-10-26,HR,1,Failed,64.88
1723,5676,2025-10-15,HR,1,Failed,95.39
1724,5677,2025-11-14,HR,2,Failed,94.55
1725,5680,2025-10-15,Technical,2,Passed,59.91
1726,5683,2025-05-06,HR,1,Failed,66.43
1727,5686,2025-09-28,Case Study,2,Failed,78.83
1728,5687,2025-08-13,Case Study,2,Failed,73.25
1729,5688,2025-04-03,HR,2,Passed,63.86
1730,5691,2025-12-20,Technical,3,Passed,59.32
1731,5700,2025-01-25,Managerial,3,Passed,59.75
1732,5702,2025-03-24,Case Study,1,Passed,41.54
1733,5703,2025-02-16,Managerial,1,Passed,47.82
1734,5704,2025-10-25,HR,1,Passed,83.51
1735,5708,2025-07-27,Managerial,3,Failed,50.72
1736,5710,2025-05-21,HR,3,Failed,54.67
1737,5720,2026-01-10,HR,1,Passed,79.6
1738,5721,2025-04-16,Case Study,2,Failed,59.06
1739,5724,2025-09-22,Case Study,1,Failed,84.41
1740,5727,2025-04-11,Case Study,1,Failed,89.91
1741,5731,2025-11-21,Managerial,3,Passed,86.61
1742,5736,2025-11-26,Managerial,3,Failed,88.88
1743,5741,2025-11-09,Managerial,1,Passed,98.74
1744,5744,2025-05-26,HR,1,Failed,93.74
1745,5745,2025-09-30,Case Study,2,Passed,87.25
1746,5756,2025-03-20,Technical,2,Failed,53.57
1747,5761,2025-06-08,Case Study,3,Passed,61.35
1748,5766,2025-02-02,Technical,3,Failed,72.95
1749,5769,2025-03-25,Technical,2,Passed,51.04
1750,5774,2025-04-01,Technical,1,Passed,63.88
1751,5777,2025-08-26,Case Study,2,Passed,57.06
1752,5778,2025-07-06,HR,3,Passed,76.18
1753,5782,2025-04-22,Technical,1,Passed,76.01
1754,5785,2025-03-11,Managerial,2,Passed,88.91
1755,5787,2025-11-13,HR,2,Passed,63.4
1756,5788,2026-01-18,Technical,2,Passed,44.91
1757,5791,2025-06-20,Managerial,1,Failed,46.46
1758,5799,2025-06-12,Case Study,3,Passed,48.12
1759,5805,2025-07-22,Case Study,1,Passed,47.31
1760,5809,2026-01-05,HR,2,Passed,68.5
1761,5810,2025-08-18,HR,3,Passed,97.04
1762,5811,2025-06-11,Technical,2,Passed,49.89
1763,5814,2025-08-14,Case Study,1,Passed,91.35
1764,5816,2025-04-01,Case Study,1,Passed,63.41
1765,5825,2025-08-06,HR,1,Passed,85.04
1766,5832,2025-09-10,Case Study,2,Failed,47.35
1767,5834,2025-03-16,Technical,1,Failed,81.75
1768,5835,2025-03-04,HR,1,Failed,45.42
1769,5836,2025-05-01,HR,2,Passed,76.29
1770,5837,2025-03-20,Case Study,1,Passed,90.12
1771,5839,2025-03-04,Managerial,3,Passed,55.72
1772,5841,2025-10-05,Case Study,3,Passed,67.63
1773,5843,2025-06-23,Managerial,2,Passed,86.37
1774,5844,2025-07-04,Managerial,1,Passed,82.31
1775,5849,2025-04-28,Case Study,1,Passed,72.46
1776,5859,2025-11-01,Technical,1,Passed,87.84
1777,5863,2025-07-13,Case Study,3,Failed,61.16
1778,5872,2025-03-31,Technical,3,Passed,44.22
1779,5873,2025-05-01,Case Study,3,Failed,40.94
1780,5874,2025-08-17,HR,3,Passed,49.98
1781,5875,2025-05-31,Managerial,2,Passed,55.6
1782,5876,2025-05-26,Managerial,1,Passed,85.63
1783,5883,2025-09-27,Technical,3,Passed,41.68
1784,5889,2025-08-12,Managerial,3,Passed,86.26
1785,5890,2025-12-12,HR,3,Failed,94.85
1786,5891,2025-07-18,Technical,3,Passed,69.16
1787,5892,2025-08-14,HR,3,Passed,71.06
1788,5901,2025-11-09,HR,2,Passed,69.19
1789,5903,2025-04-11,Managerial,3,Passed,92.11
1790,5905,2025-06-25,Case Study,1,Failed,72.77
1791,5921,2026-01-10,Technical,1,Failed,42.33
1792,5922,2025-08-30,Technical,2,Failed,93.83
1793,5924,2025-04-07,Case Study,3,Passed,42.64
1794,5926,2025-10-24,Technical,1,Passed,81.16
1795,5930,2025-08-27,Managerial,3,Failed,85.83
1796,5931,2025-02-26,Technical,1,Passed,79.07
1797,5932,2025-10-02,HR,2,Failed,80.93
1798,5936,2025-10-09,Case Study,3,Passed,77.04
1799,5940,2025-07-31,Technical,1,Passed,65.75
1800,5941,2025-05-03,Technical,3,Passed,99.61
1801,5944,2025-02-25,HR,1,Passed,90.19
1802,5948,2025-05-05,Managerial,3,Failed,69.53
1803,5950,2025-04-05,Managerial,3,Passed,74.18
1804,5954,2025-08-03,Managerial,1,Passed,73.73
1805,5956,2025-09-16,Managerial,2,Failed,82.01
1806,5957,2025-02-09,Technical,1,Failed,42.75
1807,5958,2025-03-26,HR,3,Failed,54.83
1808,5961,2025-12-08,Managerial,2,Passed,68.25
1809,5966,2025-03-09,Case Study,1,Passed,69.21
1810,5969,2025-04-29,Case Study,1,Passed,71.01
1811,5970,2025-07-08,HR,1,Failed,87.31
1812,5971,2025-04-25,Technical,3,Failed,95.93
1813,5972,2025-11-07,Technical,3,Passed,89.21
1814,5974,2025-06-09,HR,3,Passed,86.77
1815,5983,2025-08-26,Technical,1,Passed,93.32
1816,5988,2025-11-23,Case Study,3,Failed,67.24
1817,5989,2025-10-16,Technical,2,Passed,93.93
1818,5991,2025-09-08,Technical,1,Passed,61.99
1819,5995,2025-05-16,HR,3,Passed,79.67
1820,5996,2025-06-02,HR,1,Failed,45.63
1821,5997,2025-05-21,Technical,3,Passed,85.92
1822,5999,2025-06-09,HR,2,Passed,98.57
1823,6001,2025-02-25,Technical,1,Passed,99.29
1824,6006,2025-03-04,HR,1,Failed,43.08
1825,6013,2025-06-03,Technical,1,Passed,87.68
1826,6014,2025-07-13,Managerial,1,Passed,98.27
1827,6017,2025-04-24,Case Study,3,Passed,59.05
1828,6019,2026-01-04,Technical,2,Passed,59.97
1829,6022,2025-12-13,HR,3,Failed,81.21
1830,6024,2025-04-23,Technical,3,Failed,51.21
1831,6025,2025-09-28,Technical,1,Failed,72.33
1832,6035,2025-11-04,Case Study,3,Failed,68.62
1833,6036,2025-08-27,Case Study,2,Passed,87.49
1834,6038,2025-02-10,HR,1,Passed,67.38
1835,6040,2025-11-05,Case Study,1,Passed,52.13
1836,6041,2025-11-20,Case Study,2,Passed,99.45
1837,6044,2025-10-28,Technical,2,Passed,77.98
1838,6055,2025-12-04,Managerial,1,Passed,99.32
1839,6058,2025-03-21,HR,2,Failed,46.19
1840,6060,2026-01-01,HR,1,Failed,85.18
1841,6061,2025-08-06,HR,3,Passed,51.24
1842,6064,2025-07-07,HR,3,Passed,91.92
1843,6065,2025-09-10,Managerial,1,Passed,82.45
1844,6067,2025-07-07,Technical,3,Passed,93.91
1845,6071,2025-10-28,Technical,2,Failed,74.34
1846,6072,2025-12-19,Technical,3,Failed,67.72
1847,6076,2025-04-19,Case Study,1,Failed,87.39
1848,6077,2025-12-21,Case Study,3,Passed,89.27
1849,6079,2025-02-03,HR,3,Failed,56.79
1850,6080,2025-06-16,Managerial,1,Passed,78.83
1851,6083,2025-11-28,Technical,2,Passed,86.55
1852,6088,2025-12-19,Technical,2,Passed,65.28
1853,6089,2025-08-17,Case Study,1,Failed,88.94
1854,6095,2025-12-09,HR,1,Passed,72.87
1855,6096,2025-10-03,Case Study,2,Passed,68.79
1856,6099,2025-10-16,Case Study,3,Passed,87.07
1857,6100,2025-07-18,Case Study,1,Failed,75.67
1858,6103,2025-10-20,Technical,1,Failed,62.01
1859,6104,2025-12-01,Case Study,1,Passed,46.21
1860,6108,2025-06-26,Managerial,2,Passed,92.23
1861,6109,2026-01-21,Technical,2,Passed,65.09
1862,6112,2025-11-08,HR,2,Failed,59.66
1863,6115,2025-11-21,Technical,3,Failed,49.84
1864,6116,2025-12-25,Case Study,1,Passed,91.49
1865,6118,2025-03-30,Managerial,3,Passed,59.48
1866,6126,2025-11-27,Managerial,2,Passed,91.09
1867,6127,2025-10-27,Technical,2,Passed,43.06
1868,6128,2025-04-11,Technical,3,Passed,85.0
1869,6134,2025-06-24,Managerial,3,Passed,82.59
1870,6136,2025-12-30,Technical,3,Passed,77.37
1871,6138,2025-11-21,Case Study,2,Failed,64.02
1872,6142,2025-01-26,Case Study,2,Passed,64.92
1873,6146,2025-11-24,HR,3,Passed,96.97
1874,6150,2025-04-08,HR,1,Failed,56.76
1875,6152,2025-03-07,Managerial,3,Passed,75.79
1876,6153,2025-04-24,Technical,1,Passed,87.72
1877,6154,2025-05-20,Managerial,1,Failed,97.58
1878,6157,2025-11-07,Technical,1,Passed,41.96
1879,6159,2025-05-09,Case Study,1,Passed,94.08
1880,6169,2025-10-27,Managerial,1,Passed,87.7
1881,6170,2025-07-16,Technical,2,Passed,65.56
1882,6178,2025-08-28,Managerial,1,Failed,99.59
1883,6185,2025-04-08,Case Study,1,Passed,61.93
1884,6187,2025-07-28,Managerial,2,Failed,95.16
1885,6193,2025-09-01,HR,3,Passed,93.91
1886,6197,2025-07-03,HR,1,Passed,55.54
1887,6200,2025-06-08,HR,1,Passed,53.34
1888,6204,2025-03-14,HR,3,Passed,60.96
1889,6207,2025-10-29,Managerial,3,Passed,47.26
1890,6210,2025-05-22,Case Study,3,Passed,67.32
1891,6212,2025-06-29,Managerial,2,Failed,87.24
1892,6218,2025-04-16,HR,1,Passed,98.41
1893,6222,2025-04-01,Case Study,3,Passed,47.64
1894,6228,2025-11-29,Technical,1,Failed,86.15
1895,6230,2025-10-30,HR,1,Passed,68.95
1896,6236,2025-02-14,Managerial,2,Passed,54.22
1897,6237,2025-12-08,HR,3,Passed,59.98
1898,6240,2026-01-01,HR,2,Failed,64.42
1899,6241,2025-11-22,HR,1,Failed,48.05
1900,6244,2025-12-17,Case Study,1,Passed,98.88
1901,6245,2026-01-10,Case Study,1,Failed,80.99
1902,6246,2025-10-30,Technical,2,Passed,68.33
1903,6250,2025-08-01,Managerial,1,Failed,48.16
1904,6251,2025-06-21,HR,2,Passed,67.5
1905,6260,2025-11-29,Case Study,1,Failed,46.73
1906,6261,2025-10-26,Managerial,2,Passed,58.39
1907,6265,2025-06-02,HR,3,Passed,48.62
1908,6266,2025-06-06,Case Study,3,Passed,49.38
1909,6267,2025-07-19,Managerial,3,Passed,60.56
1910,6270,2025-07-28,Managerial,2,Passed,69.74
1911,6274,2025-10-01,Case Study,1,Passed,59.2
1912,6283,2025-10-12,HR,1,Passed,86.42
1913,6286,2025-12-11,Managerial,3,Passed,74.88
1914,6287,2025-09-05,HR,3,Passed,61.14
1915,6291,2025-04-30,HR,1,Passed,72.85
1916,6294,2025-07-31,HR,3,Failed,45.46
1917,6295,2025-11-08,Managerial,3,Passed,71.84
1918,6297,2025-02-02,HR,3,Passed,93.6
1919,6298,2025-06-05,Case Study,2,Passed,66.45
1920,6301,2025-04-25,Case Study,2,Passed,48.47
1921,6303,2025-09-30,Managerial,3,Passed,81.31
1922,6305,2025-11-08,Technical,1,Passed,48.05
1923,6309,2025-06-27,Case Study,2,Failed,82.25
1924,6312,2025-03-18,Technical,1,Failed,59.77
1925,6317,2025-03-03,Technical,1,Failed,58.7
1926,6320,2025-03-11,Managerial,2,Passed,70.0
1927,6326,2025-11-25,Case Study,1,Passed,61.01
1928,6328,2025-07-28,Case Study,1,Passed,54.53
1929,6331,2025-11-02,Technical,1,Passed,94.48
1930,6332,2025-10-19,Case Study,3,Passed,42.97
1931,6333,2025-10-15,Technical,2,Passed,73.96
1932,6336,2025-06-05,Technical,3,Failed,69.02
1933,6341,2025-09-04,HR,2,Passed,97.2
1934,6343,2025-07-04,Technical,1,Passed,46.51
1935,6349,2025-12-29,Technical,2,Passed,77.24
1936,6350,2025-06-29,Managerial,3,Passed,66.76
1937,6354,2025-12-27,Managerial,1,Failed,93.36
1938,6357,2025-06-10,HR,1,Failed,54.42
1939,6358,2025-08-10,Managerial,3,Passed,81.31
1940,6360,2025-03-21,Technical,2,Passed,78.31
1941,6362,2025-05-27,Technical,3,Failed,95.17
1942,6365,2025-09-25,Case Study,2,Passed,49.99
1943,6370,2025-12-05,HR,3,Failed,66.16
1944,6372,2025-11-25,Managerial,2,Passed,97.0
1945,6373,2025-09-10,Technical,2,Passed,52.35
1946,6381,2025-10-08,HR,3,Passed,81.24
1947,6384,2025-01-27,Technical,2,Passed,64.95
1948,6388,2025-03-14,Managerial,1,Failed,82.11
1949,6389,2025-08-31,Technical,2,Passed,47.72
1950,6394,2025-02-02,Case Study,2,Failed,56.05
1951,6395,2026-01-09,HR,1,Passed,53.42
1952,6397,2025-02-15,Case Study,2,Passed,70.33
1953,6398,2026-01-12,Case Study,3,Passed,41.38
1954,6400,2025-08-26,Case Study,2,Failed,95.37
1955,6404,2025-06-15,Managerial,2,Passed,69.07
1956,6406,2025-09-01,Technical,1,Failed,60.1
1957,6410,2025-01-30,Technical,3,Passed,73.29
1958,6411,2025-06-06,Case Study,3,Failed,99.43
1959,6414,2025-12-24,HR,1,Passed,82.34
1960,6416,2025-01-15,HR,1,Passed,82.73
1961,6421,2025-12-30,Technical,3,Passed,91.51
1962,6422,2025-07-23,HR,3,Passed,59.13
1963,6424,2025-01-29,Technical,3,Passed,55.47
1964,6427,2025-01-26,Technical,2,Passed,79.58
1965,6431,2025-02-08,Case Study,3,Failed,58.58
1966,6433,2025-09-09,HR,1,Passed,44.52
1967,6435,2025-12-03,Technical,1,Passed,60.96
1968,6436,2025-04-22,HR,3,Failed,42.79
1969,6437,2025-07-31,Managerial,1,Failed,89.08
1970,6438,2025-06-06,Technical,3,Passed,46.72
1971,6439,2025-05-21,Managerial,2,Passed,95.52
1972,6442,2025-04-23,Technical,1,Passed,89.32
1973,6445,2025-06-11,HR,1,Failed,40.94
1974,6452,2025-12-03,Case Study,1,Passed,45.92
1975,6453,2025-03-07,Managerial,2,Failed,42.58
1976,6457,2025-08-27,Case Study,1,Passed,53.09
1977,6459,2025-01-28,Managerial,2,Failed,48.77
1978,6460,2025-02-06,HR,2,Passed,68.03
1979,6462,2025-03-21,Case Study,3,Passed,98.45
1980,6463,2025-08-30,Case Study,3,Passed,98.05
1981,6464,2025-08-28,HR,3,Passed,49.42
1982,6465,2025-04-17,Technical,2,Passed,80.79
1983,6466,2025-09-04,Case Study,1,Passed,82.98
1984,6467,2025-12-22,Case Study,2,Failed,82.72
1985,6468,2025-12-31,HR,1,Passed,91.21
1986,6473,2025-06-13,Managerial,3,Passed,88.86
1987,6474,2025-04-26,Technical,2,Passed,66.72
1988,6475,2025-06-18,Technical,1,Passed,89.13
1989,6478,2025-05-27,Case Study,3,Passed,71.44
1990,6482,2025-11-11,Technical,1,Passed,99.7
1991,6484,2025-04-06,HR,2,Passed,61.16
1992,6488,2025-02-10,Technical,1,Passed,46.33
1993,6489,2025-05-28,Technical,3,Passed,79.52
1994,6506,2025-02-19,Case Study,1,Failed,61.41
1995,6511,2025-04-22,Technical,1,Failed,88.52
1996,6512,2025-06-29,HR,2,Passed,61.5
1997,6514,2025-02-14,HR,2,Failed,65.13
1998,6517,2025-12-14,Technical,1,Failed,41.38
1999,6520,2025-09-28,HR,2,Passed,93.46
2000,6526,2025-09-04,Managerial,2,Passed,58.83
2001,6529,2025-07-18,Case Study,3,Passed,87.16
2002,6537,2025-07-02,Technical,2,Failed,75.72
2003,6539,2025-04-13,Technical,3,Passed,75.63
2004,6545,2025-09-14,HR,3,Failed,94.54
2005,6546,2025-03-21,Case Study,3,Passed,71.68
2006,6547,2025-12-13,Case Study,3,Failed,86.71
2007,6549,2025-03-23,Technical,1,Failed,79.17
2008,6563,2025-12-07,Case Study,3,Passed,79.47
2009,6568,2025-08-23,Managerial,1,Passed,72.38
2010,6573,2025-05-04,HR,3,Failed,42.47
2011,6579,2025-07-22,HR,2,Failed,91.43
2012,6585,2025-01-22,HR,2,Failed,95.7
2013,6587,2025-02-11,Case Study,1,Failed,63.55
2014,6588,2025-10-30,HR,3,Passed,87.53
2015,6590,2025-09-28,Managerial,3,Passed,91.76
2016,6599,2025-09-12,Managerial,3,Passed,73.79
2017,6601,2025-03-10,Case Study,3,Failed,69.54
2018,6602,2025-09-26,Case Study,2,Passed,69.88
2019,6610,2025-09-26,Case Study,1,Failed,44.54
2020,6614,2025-08-16,Technical,2,Failed,93.69
2021,6618,2025-09-04,Managerial,1,Failed,63.37
2022,6621,2025-09-23,Technical,1,Passed,57.51
2023,6622,2025-12-03,Case Study,2,Passed,40.54
2024,6623,2026-01-01,Technical,3,Failed,97.28
2025,6625,2025-07-26,Managerial,1,Failed,49.6
2026,6628,2025-08-17,Case Study,2,Failed,86.55
2027,6630,2025-11-29,HR,3,Passed,84.1
2028,6638,2025-03-13,Technical,3,Passed,54.14
2029,6639,2025-10-07,Case Study,2,Passed,85.65
2030,6645,2025-03-05,Technical,1,Failed,85.73
2031,6647,2025-02-13,Managerial,3,Failed,98.96
2032,6648,2025-11-07,Technical,1,Passed,86.55
2033,6652,2025-06-03,Case Study,3,Passed,49.84
2034,6654,2025-12-04,Managerial,2,Passed,65.75
2035,6655,2025-09-09,Managerial,3,Passed,62.21
2036,6657,2025-05-04,Technical,1,Passed,66.16
2037,6667,2025-01-18,Case Study,1,Failed,89.2
2038,6670,2025-04-27,HR,2,Passed,70.79
2039,6675,2025-06-14,HR,2,Passed,73.01
2040,6677,2025-04-09,Technical,2,Failed,71.19
2041,6682,2025-12-03,HR,1,Passed,93.73
2042,6684,2025-10-02,Managerial,2,Failed,79.02
2043,6688,2025-12-10,Technical,2,Passed,62.25
2044,6692,2025-11-16,Technical,3,Failed,59.99
2045,6697,2025-02-13,Case Study,2,Passed,49.69
2046,6699,2025-11-07,HR,1,Passed,90.23
2047,6700,2025-06-18,HR,2,Passed,88.25
2048,6701,2025-06-09,Technical,2,Failed,85.13
2049,6706,2025-09-01,Case Study,1,Passed,82.37
2050,6708,2025-02-04,HR,3,Failed,58.84
2051,6711,2025-10-13,Case Study,1,Passed,79.98
2052,6712,2025-12-10,Case Study,1,Passed,43.7
2053,6713,2025-03-13,Case Study,1,Passed,50.09
2054,6714,2026-01-15,Case Study,1,Passed,79.52
2055,6715,2025-01-28,Managerial,1,Failed,49.96
2056,6721,2025-01-30,HR,1,Failed,50.73
2057,6723,2025-03-15,Case Study,3,Failed,73.24
2058,6726,2025-04-15,Case Study,3,Passed,83.77
2059,6730,2025-04-06,Managerial,2,Passed,98.08
2060,6733,2025-01-29,HR,1,Passed,51.25
2061,6737,2025-07-06,Managerial,2,Failed,45.18
2062,6745,2025-07-10,Technical,1,Passed,88.97
2063,6747,2025-11-12,Technical,1,Passed,52.27
2064,6752,2025-03-04,HR,2,Passed,52.22
2065,6757,2025-05-04,Case Study,3,Failed,80.68
2066,6758,2025-11-29,Case Study,1,Passed,49.54
2067,6759,2025-02-03,Technical,3,Passed,40.66
2068,6764,2025-10-06,Case Study,2,Failed,46.62
2069,6766,2025-03-10,Case Study,1,Failed,64.09
2070,6769,2025-02-11,Managerial,2,Passed,92.09
2071,6773,2025-03-24,HR,1,Passed,78.77
2072,6775,2025-11-04,Managerial,2,Passed,61.98
2073,6788,2025-02-19,Managerial,2,Failed,44.96
2074,6792,2025-07-04,Managerial,3,Failed,94.33
2075,6796,2025-08-07,Technical,3,Passed,84.05
2076,6798,2025-06-13,Case Study,1,Passed,55.76
2077,6807,2025-02-02,Technical,3,Failed,92.68
2078,6808,2025-06-25,Case Study,1,Failed,87.49
2079,6809,2025-07-23,Managerial,1,Failed,74.48
2080,6811,2025-10-02,Case Study,2,Passed,92.2
2081,6812,2025-01-31,HR,2,Passed,90.57
2082,6816,2025-11-11,Case Study,3,Failed,91.08
2083,6818,2025-09-29,Technical,3,Failed,80.03
2084,6819,2025-08-05,Managerial,2,Passed,47.57
2085,6821,2025-06-26,HR,3,Passed,71.28
2086,6827,2025-11-05,Managerial,2,Failed,52.58
2087,6828,2026-01-03,Managerial,1,Failed,75.62
2088,6831,2025-03-10,Case Study,1,Failed,94.45
2089,6834,2026-01-13,Managerial,1,Passed,71.64
2090,6835,2025-11-16,Technical,1,Passed,99.95
2091,6837,2025-08-27,Managerial,2,Failed,62.6
2092,6840,2025-07-02,Managerial,2,Failed,60.06
2093,6846,2025-03-08,HR,2,Passed,46.24
2094,6851,2025-09-28,Case Study,2,Passed,63.29
2095,6852,2025-06-19,Managerial,2,Passed,62.42
2096,6858,2025-02-16,HR,2,Failed,65.25
